T_in,Aw_ft2,Vsub_ft3,W_disp_lb,xLCF_mid_ft,KB_ft,KBL_ft,Ixx_ft4,Iyy_ft4,BMt_ft,BMl_ft,KMt_ft,KMl_ft,Ltot_ft,KG_ft,GMt_ft,GMl_ft
12.0,37.030987851925936,29.909221114255462,1866.3353975295408,0.061428283578896035,0.5716575989958521,0.5716575989958521,11.851438202100251,1064.3748296066196,0.39624696867988873,35.5868454594865,0.9679045676757408,36.15850305848235,20.25,-0.016976648232444755,0.9848812159081856,36.175479706714796
