W_total_lb,Mz_total_ft_lb,Mx_total_ft_lb,My_total_ft_lb,KG_ft,LCG_ft,TCG_ft
1267.57,-21.519089999999995,-15.352889999999988,0.0,-0.016976648232444755,-0.012112064816933178,0.0
